cui_1,relship,cui_2
C0021368,COEXISTS_WITH,C0678236
C0021368,ISA,C0030660
C0030326,COEXISTS_WITH(SPEC),C0678236
C0030326,ISA,C0021368
C0030328,COEXISTS_WITH(SPEC),C0678236
C0030328,ISA,C0021368
C0036690,COEXISTS_WITH,C0206655
C0011906,DIAGNOSES,C0030328
C0032952,TREATS,C0030705
C0030705,LOCATION_OF,C2744535
C0036690,AFFECTS,C0030705
C3842672,PROCESS_OF,C0030705
C0010031,PART_OF,C0040288
C0010031,PART_OF,C0030705
C0150312,PROCESS_OF,C0030705
C0018270,PROCESS_OF,C1516213
C0036690,PROCESS_OF,C0013018
C0040300,PART_OF,C0010031
C0040300,PART_OF,C0030705
C0036690,PROCESS_OF,C0206194
C0079722,LOCATION_OF,C0003250
C1998319,PROCESS_OF,C0206194
C0023530,OCCURS_IN,C1516213
C0023530,PROCESS_OF,C0014834
C0749647,COEXISTS_WITH,C0746883
C0011847,PREDISPOSES,C1855073
C0199176,PREDISPOSES,C0011847
C0020699,TREATS,C0007103
C0007103,PROCESS_OF,C0030705
C1515089,ADMINISTERED_TO,C0043210
C0038941,ISA,C3714514
C0004623,CAUSES,C0030446
C0004623,CAUSES,C0035078
C0004623,CAUSES,C0151859
C0004623,CAUSES,C1719672
C0030446,PROCESS_OF,C0025266
C0035078,PROCESS_OF,C0025266
C0151859,PROCESS_OF,C0025266
C1719672,PROCESS_OF,C0025266
C0000726,LOCATION_OF,C0040395
C0040395,DIAGNOSES,C0151859
C0817096,LOCATION_OF,C0040395
C1333977,PROCESS_OF,C0030705
C0280274,PREDISPOSES,C1517205
C0085555,ISA,C0220825
C0939537,TREATS,C0023473
C0748042,PROCESS_OF,C1516213
C0011065,PROCESS_OF,C1516213
C0748042,PROCESS_OF,C0030705
C0949285,PREDISPOSES,C0004610
C0748042,OCCURS_IN,C0030705
C0004610,PROCESS_OF,C0033809
C3656593,NEG_TREATS,C0035648
C0746883,PROCESS_OF,C1516213
C1516213,LOCATION_OF,C2744535
C0280100,PROCESS_OF,C0679646
C0018150,ISA,C0445623
C0038174,ISA,C0018154
C1764827,INTERACTS_WITH,C0007559
C1764827,PART_OF,C0022727
C1261322,TREATS(INFER),C0036690
C0033972,USES,C0003232
C0877445,PROCESS_OF,C0001675
C0440790,LOCATION_OF,C0006826
C0178784,LOCATION_OF,C0231178
C0022688,LOCATION_OF,C1425993
C0023977,USES,C0209368
C0004561,LOCATION_OF,C0209368
C0039194,LOCATION_OF,C0209368
C0209368,ISA,C0021081
C0007584,USES,C1425993
C0209368,ISA,C0026933
C0472699,COEXISTS_WITH,C0023977
C0677881,TREATS,C0023467
C0003968,ASSOCIATED_WITH,C0036690
C0003968,ISA,C0042890
C0003968,TREATS,C1516213
C0003968,TREATS(INFER),C0232805
C0232805,PROCESS_OF,C1516213
C0003968,TREATS,C0030705
C0003968,TREATS(INFER),C0018995
C0018995,PROCESS_OF,C0030705
C0074992,CAUSES,C0243026
C0030548,TREATS,C0030705
C0030548,TREATS(INFER),C0280100
C0678026,TREATS,C0280100
C1414672,PART_OF,C0009402
C0085082,PROCESS_OF,C0030705
C0020028,LOCATION_OF,C0005558
C1145640,TREATS(INFER),C0004610
C0332149,PROCESS_OF,C0030705
C0909825,ASSOCIATED_WITH,C0023895
C0021853,LOCATION_OF,C0376618
C0023890,PROCESS_OF,C0030705
C1149384,PROCESS_OF,C0030705
C0524909,PROCESS_OF,C0030705
C2239176,COMPLICATES,C0023890
C0023895,PROCESS_OF,C0030705
C0032105,LOCATION_OF,C0014264
C0032105,LOCATION_OF,C0909825
C0275551,PROCESS_OF,C0030705
C3850141,PROCESS_OF,C0030705
C2239176,COEXISTS_WITH,C0023895
C2239176,ISA,C0023895
C0022924,PREVENTS,C0023895
C0030705,LOCATION_OF,C0909825
C0021853,LOCATION_OF,C1706912
C1168005,DIAGNOSES,C0023890
C0006968,compared_with,C0055003
C0003232,TREATS,C0746883
C0030705,USES,C1275732
C1096243,OCCURS_IN,C0030705
C1275732,PREVENTS,C1096243
C0001483,PROCESS_OF,C0030705
C1825598,PART_OF,C0001490
C1145670,CAUSES,C0011065
C0015252,TREATS,C0001418
C0015450,LOCATION_OF,C0934502
C0022378,LOCATION_OF,C0043246
C0043246,CAUSES,C0031154
C0227391,LOCATION_OF,C0001418
C0230168,LOCATION_OF,C1719672
C0230168,LOCATION_OF,C0036690
C0037995,TREATS,C0376545
C0010340,PROCESS_OF,C0008059
C4296962,PROCESS_OF,C0030705
C0018270,PROCESS_OF,C0030705
C0006826,CAUSES,C1145670
C0086409,ISA,C0034510
C0010337,TREATS,C1145670
C0005775,PROCESS_OF,C1257890
C0027651,PROCESS_OF,C1257890
C0027651,PROCESS_OF(SPEC),C0683971
C0683971,ISA,C1257890
C1999123,TREATS,C1257890
C1999123,TREATS(INFER),C3272283
C3272283,PROCESS_OF,C1257890
C0751674,PROCESS_OF,C0030705
C0005670,ISA,C0012923
C0949792,PROCESS_OF,C0015576
C0005670,CAUSES,C1565489
C0332835,PART_OF,C1261317
C0024128,PRECEDES,C1964257
C0072980,ADMINISTERED_TO,C0030705
C0242687,PREVENTS,C1697878
C1697878,PROCESS_OF,C0030705
C0036690,PROCESS_OF,C0009063
C0009054,CAUSES,C0235574
C0009063,CAUSES,C0036690
C0235574,PROCESS_OF,C0030705
C0341439,COEXISTS_WITH,C0006826
C1373218,COEXISTS_WITH,C0006826
C0151763,PROCESS_OF,C0030705
C0009063,CAUSES,C0235574
C0850292,TREATS,C1623038
C0850292,TREATS,C2239176
C0948540,TREATS,C1623038
C0948540,TREATS,C2239176
C0014582,TREATS,C2239176
C0796679,TREATS,C2239176
C0947677,ISA,C0015018
C0947677,TREATS,C2239176
C1134564,TREATS,C2239176
C0011079,ISA,C0543467
C0796679,PRECEDES,C0011079
C0004398,DIAGNOSES,C1300818
C0205054,LOCATION_OF,C1300818
C0333161,ISA,C0027651
C0036690,CAUSES,C0235574
C1096243,PROCESS_OF,C0008059
C1096243,PROCESS_OF,C0030705
C0587482,LOCATION_OF,C0010362
C0032927,PROCESS_OF,C0030705
C0020029,LOCATION_OF,C2603343
C0030705,LOCATION_OF,C0486433
C0486433,ASSOCIATED_WITH,C3698200
C2315751,DIAGNOSES,C0150312
C0014834,CAUSES,C0036690
C0282638,CAUSES,C0036690
C0486433,CAUSES,C0036690
C0004623,PROCESS_OF,C1709854
C0376545,PROCESS_OF,C1257890
C0003204,TREATS,C1257890
C0042749,PROCESS_OF,C0008051
C0035366,CAUSES,C0027651
C2744535,AFFECTS,C0042749
C0042749,NEG_PROCESS_OF,C0008051
C0010356,PROCESS_OF,C0030705
C0021708,LOCATION_OF,C0936012
C3272283,NEG_COEXISTS_WITH,C1701940
C0010340,PROCESS_OF,C1516213
C0205721,PROCESS_OF,C0599755
C1701940,PROCESS_OF,C0683971
C1836348,CAUSES,C3714514
C1836348,PROCESS_OF,C0030705
C0013216,TREATS,C0024299
C0037813,DIAGNOSES,C0085082
C0016832,CAUSES,C0009450
C0033213,PROCESS_OF,C0030705
C0085082,PROCESS_OF,C0043210
C0004610,PROCESS_OF,C1004755
C1292769,PROCESS_OF,C0030705
C2886794,PROCESS_OF,C0030705
C0085669,PROCESS_OF,C0043210
C2886794,PROCESS_OF,C0043210
C0036690,AFFECTS,C0018270
C0023690,ADMINISTERED_TO,C0026809
C0027651,AFFECTS,C1167395
C0036690,COEXISTS_WITH,C0027651
C0400330,TREATS,C0030705
C0400330,TREATS(INFER),C0012634
C1142182,ISA,C0012634
C1142182,PROCESS_OF(SPEC),C0030705
C0020672,PROCESS_OF,C0030705
C0001962,CAUSES,C0728899
C0728899,PROCESS_OF,C0030705
C0001483,PROCESS_OF,C4288965
C0012923,PROCESS_OF,C0030705
C0012923,PROCESS_OF,C4288965
C0032556,PROCESS_OF,C0030705
C0032556,PROCESS_OF,C4288965
C0086776,PROCESS_OF,C0030705
C0086776,PROCESS_OF,C4288965
C0376545,PROCESS_OF,C4288965
C0001483,CAUSES,C3714514
C0010825,CAUSES(SPEC),C3714514
C0010825,ISA,C0012923
C0010825,PROCESS_OF,C0030705
C0012923,CAUSES,C3714514
C0042776,COEXISTS_WITH,C0012634
C0019682,COEXISTS_WITH,C3495919
C3714514,PROCESS_OF,C0027361
C3714514,AFFECTS,C0016832
C0014834,ASSOCIATED_WITH,C0206171
C0445625,ASSOCIATED_WITH,C0205721
C0032285,CAUSES,C0036974
C0036974,PROCESS_OF,C0043210
C0042029,CAUSES,C0036974
C0009402,PROCESS_OF,C1516213
C1292777,ISA,C0039082
C0030312,ISA,C0039082
C1882062,COEXISTS_WITH,C0039082
C1882062,COEXISTS_WITH(SPEC),C0030312
C1292777,PROCESS_OF,C0030705
C0007684,PRECEDES,C2986717
C0014061,CAUSES,C2986717
C0019348,PRECEDES,C0014038
C0019348,PRECEDES,C1444007
C0019348,PRECEDES,C2986717
C1262313,PROCESS_OF,C0030705
C0456981,PART_OF,C0016832
C0456981,PREDISPOSES,C0036690
C1262313,COEXISTS_WITH,C0085393
C3890735,PREDISPOSES,C1262313
C0015252,TREATS,C0030705
C1825598,ASSOCIATED_WITH,C0009402
C0015252,TREATS,C0009566
C0231221,PROCESS_OF,C0030705
C0015252,TREATS(INFER),C0009402
C1144866,METHOD_OF,C0015252
C2939419,PROCESS_OF,C0030705
C0231224,PROCESS_OF,C0030705
C1186763,LOCATION_OF,C0221423
C0038002,PROCESS_OF,C0030705
C0242172,PROCESS_OF,C0030705
C0315222,CAUSES,C0242172
C0746883,OCCURS_IN,C0030705
C0282386,ADMINISTERED_TO,C0030705
C0282638,NEG_ADMINISTERED_TO,C0030705
C0250480,TREATS,C0030705
C0250480,TREATS(INFER),C0376545
C0250480,TREATS(INFER),C0746883
C0250480,TREATS,C0877153
C1825598,PREVENTS,C0038941
C0038902,TREATS,C0030705
C0038941,PROCESS_OF,C0030705
C0393022,TREATS,C0030705
C0432487,AFFECTS,C0042749
C0393022,PREVENTS,C0432487
C0206012,MEASURES,C0393022
C1516213,LOCATION_OF,C1825598
C0030705,LOCATION_OF,C1825598
C0184661,TREATS,C1516213
C0006826,PROCESS_OF,C1257890
C0004610,PROCESS_OF,C0315096
C0021853,LOCATION_OF,C0314748
C0204727,TREATS(INFER),C0015967
C1305188,LOCATION_OF,C0006826
C0086582,ASSOCIATED_WITH,C0025289
C0086582,ASSOCIATED_WITH,C0029443
C0086582,ASSOCIATED_WITH,C0032285
C0086582,ASSOCIATED_WITH,C0162323
C1373218,PROCESS_OF,C0030705
C0019682,PROCESS_OF,C0027361
C0024305,PROCESS_OF,C0027361
C0008059,LOCATION_OF,C0072027
C0008059,LOCATION_OF,C0079189
C0041740,ISA,C0036375
C0021760,PREDISPOSES,C0085423
C0072027,PREDISPOSES,C0085423
C0085295,PREDISPOSES,C0085423
C0072027,compared_with,C0085295
C0072027,higher_than,C0085295
C0085423,PROCESS_OF,C0008059
C0003261,PROCESS_OF,C0008051
C0003261,PROCESS_OF,C0034374
C0003261,PROCESS_OF,C0325912
C0042749,INTERACTS_WITH,C0004422
C0011065,PROCESS_OF,C0008051
C0016318,DIAGNOSES,C0004422
C0016318,DIAGNOSES,C0042749
C0016318,DIAGNOSES,C0162633
C0022885,USES,C1441613
C0040300,LOCATION_OF,C0004422
C0042749,NEG_PROCESS_OF,C0325912
C0042749,PROCESS_OF,C0040704
C0162633,NEG_PROCESS_OF,C0325912
C0004422,PROCESS_OF,C0008051
C0004422,PROCESS_OF,C0034374
C0004422,PROCESS_OF,C0325912
C0004422,PROCESS_OF,C0005595
C2744535,ASSOCIATED_WITH,C0679381
C0948008,PROCESS_OF,C0021289
C1456447,CAUSES,C0012634
C0010834,LOCATION_OF,C1149245
C0005767,LOCATION_OF,C0061187
C0030705,LOCATION_OF,C0061187
C0178913,LOCATION_OF,C0061187
C0061187,ASSOCIATED_WITH,C0023418
C0061187,ASSOCIATED_WITH,C0036690
C0032105,LOCATION_OF,C0061187
C0013216,CAUSES,C0023530
C0036690,COEXISTS_WITH,C0023530
C0031831,TREATS,C0030705
C0259990,TREATS,C0030705
C0278598,TREATS,C0030705
C0022940,CAUSES,C3714514
C0000726,LOCATION_OF,C0041618
C0041618,NEG_DIAGNOSES,C0027651
C0430067,DIAGNOSES,C0151857
C0199171,TREATS,C1457887
C1522577,TREATS,C0033011
C1522577,TREATS(INFER),C2986717
C2986717,PROCESS_OF,C0033011
C0015252,TREATS(INFER),C0476442
C0015252,TREATS(INFER),C0600457
C0476442,PROCESS_OF,C0030705
C0600457,PROCESS_OF,C0030705
C4521453,DIAGNOSES,C0004610
C4521453,ADMINISTERED_TO,C0030705
C0679006,PROCESS_OF,C0030705
C2926735,INTERACTS_WITH,C1825598
C0037299,COEXISTS_WITH,C0085393
C0029925,PROCESS_OF,C0043210
C1708063,TREATS,C0877373
C0015560,PART_OF,C0043210
C0598463,PREDISPOSES,C4545429
C0036690,PROCESS_OF,C0871463
C0017710,CAUSES,C0029445
C0017710,ASSOCIATED_WITH,C0600688
C0017710,ASSOCIATED_WITH(SPEC),C0029445
C0023449,PROCESS_OF,C0008059
C0029445,ISA,C0600688
C0243026,PREDISPOSES,C0029445
C0024485,DIAGNOSES,C0029445
C0011777,TREATS,C1516114
C0011777,CAUSES,C0029445
C0023810,AFFECTS,C0029445
C0011777,TREATS,C0852949
C0023810,TREATS,C0029445
C0029445,PROCESS_OF,C0026809
C0023810,NEG_INTERACTS_WITH,C0011777
C1040967,PRODUCES,C0486433
C0085082,COEXISTS_WITH,C0376545
C0369241,CAUSES,C3714514
C0015967,PROCESS_OF,C1257890
C0023884,LOCATION_OF,C0855073
C1145640,TREATS,C0544452
C0013216,METHOD_OF,C0035052
C0185115,TREATS,C0042487
C0185115,TREATS,C1299586
C0013216,TREATS,C0023467
C0023884,LOCATION_OF,C0740690
C0085479,CAUSES,C0004610
C0085479,CAUSES,C0740690
C0153382,PROCESS_OF,C0030705
C0740690,PROCESS_OF,C0030705
C0017189,ASSOCIATED_WITH,C0150312
C0225317,LOCATION_OF,C0012634
C0750430,DIAGNOSES,C0026640
C0021853,LOCATION_OF,C0343967
C0343965,ISA,C0026946
C0019145,LOCATION_OF,C0085808
C0007113,COMPLICATES,C0036690
C0034897,CAUSES,C0036690
C0015252,TREATS,C0007113
C1504389,TREATS,C0026764
C0004610,COEXISTS_WITH,C0035648
C0026764,ISA,C0006826
C1504389,TREATS,C0006826
C1504389,TREATS(SPEC),C0026764
C0004610,NEG_PROCESS_OF,C0599755
C1504389,TREATS,C0599755
C0040732,ADMINISTERED_TO,C0030705
C1504389,TREATS,C0030705
C0854504,PROCESS_OF,C0030705
C0748042,PROCESS_OF,C1257890
C0013216,AFFECTS,C0004610
C0004610,NEG_PROCESS_OF,C0085494
C0004610,PROCESS_OF,C0085494
C0079459,ADMINISTERED_TO,C0030705
C0200949,DIAGNOSES,C0004623
C0444186,USES,C0061856
C1855575,PROCESS_OF,C0030705
C0079744,PROCESS_OF,C0030705
C0446051,CAUSES,C0085082
C0243026,COEXISTS_WITH,C0085393
C0450254,CAUSES,C0243026
C0006826,CAUSES,C0023530
C0446051,CAUSES,C3714514
C4061114,PROCESS_OF,C0030705
C0027708,PROCESS_OF,C0008059
C0744235,PROCESS_OF,C0008059
C0027708,PROCESS_OF,C0030705
C0446051,CAUSES,C0744235
C0744235,PROCESS_OF,C0030705
C0718566,AFFECTS,C1299586
C0887899,LOCATION_OF,C1567710
C1567710,PREVENTS,C0021368
C0887899,PRODUCES,C1567710
C1567710,PREDISPOSES,C0021368
C0014442,AUGMENTS,C0162493
C0023810,CAUSES,C0037083
C0024432,LOCATION_OF,C0021760
C0024432,LOCATION_OF,C0123759
C0024432,LOCATION_OF,C1448177
C1567710,STIMULATES,C0021760
C1567710,STIMULATES,C0123759
C1567710,STIMULATES,C1448177
C1567710,INTERACTS_WITH,C0004611
C1567710,NEG_AFFECTS,C0598934
C0014442,AUGMENTS,C0020964
C1567710,INTERACTS_WITH,C0887899
C0019158,PROCESS_OF,C0241315
C3653501,TREATS,C0019196
C0042749,ISA,C3714514
C0220908,TREATS,C0524910
C0472699,TREATS,C0085669
C0472699,TREATS,C3463824
C0472699,TREATS,C0001675
C2368066,PROCESS_OF,C0030705
C0033573,compared_with,C0194825
C0033573,compared_with,C2986522
C0033573,TREATS,C0030705
C0376358,PROCESS_OF,C0030705
C0940933,PROCESS_OF,C0030705
C0033573,AFFECTS,C0940933
C2986522,AFFECTS,C0940933
C2986522,NEG_AFFECTS(SPEC),C0940933
C2986522,NEG_ISA,C0033573
C0022354,ISA,C0022346
C0184661,TREATS,C0030705
C0275553,ISA,C0009566
C0184661,CAUSES,C0009566
C0745472,PROCESS_OF,C0030705
C0007562,ISA,C0003232
C0042313,ISA,C0003232
C0520575,PRECEDES,C0023524
C0022369,CAUSES,C0023524
C0023524,CAUSES,C0543419
C0004610,PROCESS_OF,C0014834
C0023524,PROCESS_OF,C0030705
C0520575,PRECEDES,C0019693
C0004600,LOCATION_OF,C0206632
C0206632,COMPLICATES,C0036690
C0206632,COMPLICATES,C0041582
C0030705,USES,C0491217
C0491217,USES,C0441139
C0206632,ISA,C0023798
C0014441,MEASURES,C0229671
C0002499,ISA,C1136254
C0663241,ISA,C1136254
C0035648,CAUSES,C0036983
C3658261,PROCESS_OF,C1516213
C0014346,PRODUCES,C2945614
C3658261,PROCESS_OF,C0030705
C1444096,CAUSES,C0036983
C0023530,COEXISTS_WITH,C0279068
C3177188,TREATS,C0030705
C3177188,TREATS(INFER),C0023530
C3177188,TREATS(INFER),C3658261
C3177188,USES,C0006968
C0452221,PROCESS_OF,C0085441
C0024109,LOCATION_OF,C0221198
C0024204,LOCATION_OF,C0005558
C0085441,ISA,C1265234
C0192420,DIAGNOSES,C0238198
C0087111,TREATS,C0012634
C1963724,TREATS,C0012634
C0019693,NEG_PRECEDES,C0012634
C0035525,TREATS,C0042749
C0332155,PROCESS_OF,C0030705
C0521158,PROCESS_OF,C0030705
C4050171,PROCESS_OF,C0030705
C0679699,TREATS,C0030705
C0679699,compared_with,C0679700
C0679699,higher_than,C0679700
C0679700,TREATS,C0030705
C0854504,PROCESS_OF,C0008059
C0854504,PROCESS_OF,C0205653
C0004610,COEXISTS_WITH,C0085393
C0085494,CAUSES,C0004610
C1825598,AUGMENTS,C2368066
C2368066,PROCESS_OF,C0008059
C0854504,COEXISTS_WITH,C0746883
C0023467,ISA,C0012634
C3887460,LOCATION_OF,C3898221
C0007102,PROCESS_OF,C0040288
C0036690,PROCESS_OF,C1709854
C0014118,PROCESS_OF,C0030705
C0042765,PROCESS_OF,C0086418
C0040288,LOCATION_OF,C2362067
C2362067,CAUSES,C0036690
C0742597,AFFECTS,C0006826
C0742597,PROCESS_OF,C0013018
C3714514,CAUSES,C0011065
C0450442,TREATS,C0877445
C0877445,COEXISTS_WITH,C0023434
C0442867,PROCESS_OF,C0030705
C0040732,PRECEDES,C0005961
C0040732,PRECEDES,C0242602
C0445623,ISA,C0029235
C0040732,TREATS,C0030705
C0040732,TREATS(INFER),C0012634
C0027627,PROCESS_OF,C0030705
C0153676,CAUSES,C0151664
C1185740,LOCATION_OF,C0151664
C0230329,LOCATION_OF,C0013604
C3844327,LOCATION_OF,C1096155
C0040395,DIAGNOSES,C1096155
C0005558,DIAGNOSES,C0001418
C0024109,LOCATION_OF,C0001418
C0001625,LOCATION_OF,C0027627
C0025066,LOCATION_OF,C0027627
C2334322,LOCATION_OF,C0027627
C2334322,PART_OF,C0205076
C0153676,PROCESS_OF,C0030705
C0021852,LOCATION_OF,C0854988
C0920688,PRECEDES,C0543467
C0024109,LOCATION_OF,C2939419
C0004610,PROCESS_OF,C1019638
C1019638,CAUSES,C3714514
C0006826,AFFECTS,C0376526
C0006826,PROCESS_OF,C0086418
C0001175,PROCESS_OF,C0030705
C0376526,CAUSES,C0007621
C0376526,CAUSES,C1512508
C0376526,CAUSES,C0021368
C1512508,MANIFESTATION_OF,C0007621
C1512508,MANIFESTATION_OF,C0021368
C0006826,OCCURS_IN,C0008059
C0854327,PROCESS_OF,C0008059
C0004610,PROCESS_OF,C0022940
C3714514,PROCESS_OF,C0008059
C0040732,TREATS,C0008059
C0011065,OCCURS_IN,C1257890
C0023449,OCCURS_IN,C0008059
C0023418,PROCESS_OF,C0008059
C0035648,PROCESS_OF,C0008059
C0315276,CAUSES,C0004610
C0854135,PROCESS_OF,C0030705
C3656593,TREATS,C0030705
C3656593,TREATS(INFER),C0376545
C3656593,TREATS(INFER),C0854135
C0596545,PROCESS_OF,C0030705
C3656593,TREATS,C0376545
C3656593,TREATS,C0854135
C3656593,NEG_TREATS,C0030705
C3640852,CAUSES,C0036690
C0405832,TREATS,C0877373
C0013216,NEG_ADMINISTERED_TO,C0030705
C0000726,LOCATION_OF,C1333190
C0030797,LOCATION_OF,C1333190
C0000726,LOCATION_OF,C1300818
C0030797,LOCATION_OF,C1300818
C0401020,PROCESS_OF,C0030705
C1306459,AFFECTS,C0030705
C0027627,AFFECTS,C0030705
C0230168,LOCATION_OF,C0027627
C1880568,TREATS,C0030705
C0009566,COEXISTS_WITH,C0746883
C0250480,TREATS,C0749647
C1444097,CAUSES,C0004610
C0055003,TREATS,C0030705
C0055003,TREATS,C1096262
C0055003,TREATS(INFER),C0376545
C0250480,TREATS,C1096262
C1096262,PRODUCES,C0486433
C0023418,PROCESS_OF,C0021562
C0055003,TREATS(INFER),C0004610
C0055003,TREATS(INFER),C0015967
C0250480,TREATS(INFER),C0004610
C0250480,TREATS(INFER),C0015967
C0006968,TREATS,C0030705
C0006968,TREATS(INFER),C0376545
C0006968,TREATS(INFER),C1096262
C0376545,PRODUCES,C0486433
C1096262,PROCESS_OF,C0030705
C0004610,PROCESS_OF,C1257890
C0424768,PROCESS_OF,C1257890
C0037088,ASSOCIATED_WITH,C0036690
C1825598,ASSOCIATED_WITH,C0746883
C0004610,PROCESS_OF,C4039163
C1504389,PREDISPOSES,C1096243
C1096243,PROCESS_OF,C1257890
C1825598,PREVENTS,C1096243
C1504389,TREATS(INFER),C0746883
C1504389,TREATS(INFER),C1096243
C0003232,NEG_TREATS,C0030705
C0003232,NEG_TREATS(INFER),C0027651
C0013216,ADMINISTERED_TO,C1516213
C0280099,PROCESS_OF,C1516213
C0877153,AFFECTS,C1516213
C2744535,PART_OF,C0027627
C0015967,NEG_PROCESS_OF,C0030705
C0011065,AFFECTS,C0027361
C0011065,PROCESS_OF,C0001675
C0810031,PROCESS_OF,C0027361
C0019212,PROCESS_OF,C0030705
C0236664,PROCESS_OF,C0030705
C0877445,AFFECTS,C0030705
C0027651,ISA,C0012634
C0027651,CAUSES,C0877445
C0040690,ISA,C0079189
C1519477,PART_OF,C0026809
C1416467,ASSOCIATED_WITH,C0027651
C0877445,PROCESS_OF,C1257890
C0011900,PRECEDES,C2986592
C0036690,OCCURS_IN,C0030705
C0019080,PREDISPOSES,C0376545
C0019080,PREDISPOSES,C1719672
C0019080,PROCESS_OF,C0030705
C0038179,PART_OF,C0240951
C0038179,TREATS,C0036974
C0940931,PROCESS_OF,C0030705
C0023861,ISA,C0004611
C0025309,COEXISTS_WITH,C0085393
C0036690,COEXISTS_WITH,C0085393
C0175996,LOCATION_OF,C0004611
C0175996,LOCATION_OF(SPEC),C0023861
C0042210,CAUSES,C0004610
C0162327,PART_OF,C3178810
C3178810,PART_OF,C0887939
C0042749,INTERACTS_WITH,C0887939
C0376387,LOCATION_OF,C0229664
C0682526,INTERACTS_WITH,C4048280
C0030705,LOCATION_OF,C1608383
C1608383,PART_OF,C3658298
C4505454,PROCESS_OF,C0027361
C0887939,ISA,C0012923
C0007634,LOCATION_OF,C0887939
C1180059,LOCATION_OF,C0887939
C0032520,DIAGNOSES,C0887939
C0042769,COEXISTS_WITH,C0085393
C0021081,ASSOCIATED_WITH,C0019163
C0019163,PROCESS_OF,C0030705
C0021081,TREATS,C0030705
C0021081,TREATS(INFER),C0019163
C0013216,TREATS(INFER),C0027671
C0013216,TREATS(INFER),C1709246
C0021081,TREATS(INFER),C0027671
C0021081,TREATS(INFER),C1709246
C0027671,PROCESS_OF,C0030705
C1709246,PROCESS_OF,C0030705
C1116142,TREATS,C0030705
C0439656,PROCESS_OF,C3179133
C0149778,COEXISTS_WITH,C1262313
C0085669,PROCESS_OF,C0870221
C3814448,PREVENTS,C0919691
C0193083,TREATS,C0007113
C0193083,TREATS,C0030705
C0683954,PROCESS_OF,C0030705
C3156956,PROCESS_OF,C0030705
C1142182,PROCESS_OF,C0030705
C0032787,NEG_PROCESS_OF,C0030705
C0193062,NEG_PRECEDES,C0278307
C0524865,NEG_ADMINISTERED_TO,C0030705
C0041296,PROCESS_OF,C0030705
C0018270,AFFECTS,C0041296
C0041327,PROCESS_OF,C0030705
C0085669,PROCESS_OF,C0008059
C0021839,LOCATION_OF,C1332977
C0199176,USES,C0279516
C0040808,USES,C0016452
C1825598,INTERACTS_WITH,C0003232
C0032285,PROCESS_OF,C0022727
C0006840,PROCESS_OF,C0030705
C1512441,PROCESS_OF,C0030705
C0877445,AFFECTS,C0459800
C0035139,USES,C0037663
C0338078,PROCESS_OF,C0030705
C0020635,PROCESS_OF,C0030705
C0007785,PROCESS_OF,C0030705
C0011860,OCCURS_IN,C0030705
C0282402,ADMINISTERED_TO,C0030705
C0011860,NEG_PROCESS_OF,C0030705
C0578022,PROCESS_OF,C0030705
C0011777,PREVENTS,C0940933
C1517940,COEXISTS_WITH,C0940933
C0011777,PREVENTS,C0027497
C0011777,PREVENTS,C0042963
C0235974,PROCESS_OF,C0030705
C1517940,PROCESS_OF,C0030705
C0011777,ADMINISTERED_TO,C0030705
C0085162,TREATS,C0940933
C0281361,PROCESS_OF,C0030705
C0030705,LOCATION_OF,C0036734
C0030705,LOCATION_OF,C0377274
C0036734,ASSOCIATED_WITH,C0376545
C0377274,ASSOCIATED_WITH,C0376545
C1328050,ADMINISTERED_TO,C0030705
C1417037,LOCATION_OF,C0032529
C1417054,LOCATION_OF,C0032529
C3714514,COEXISTS_WITH,C0205721
C4321237,PREDISPOSES,C0424768
C4321237,PREDISPOSES,C3714514
C0006826,PROCESS_OF,C0007457
C0024299,ISA,C0006826
C0024299,PROCESS_OF(SPEC),C0007457
C0030705,LOCATION_OF,C0596019
C0065661,INHIBITS,C0596019
C0229671,LOCATION_OF,C0065661
C1417036,INHIBITS,C0596019
C0065661,ASSOCIATED_WITH,C3714514
C0029939,LOCATION_OF,C0006413
C0029939,LOCATION_OF,C1262234
C1262234,CAUSES,C0026766
C1518720,PROCESS_OF,C0030705
C0013216,TREATS,C0006413
C0010651,TREATS,C3280470
C0042020,TREATS,C3280470
C0010651,TREATS,C0030705
C0042020,TREATS,C0030705
C0042020,TREATS,C0006826
C0194401,TREATS,C0030705
C0010651,TREATS(INFER),C1096106
C1096106,PROCESS_OF,C0030705
C0178802,LOCATION_OF,C1292753
C0333343,LOCATION_OF,C1292753
C0376526,COEXISTS_WITH,C0001175
C0205160,PROCESS_OF,C0027361
C0042749,PROCESS_OF,C1709854
C0178802,LOCATION_OF,C0042749
C1292753,PROCESS_OF,C1709854
C0032227,PROCESS_OF,C0376387
C0338656,COEXISTS_WITH,C0748622
C0338656,PROCESS_OF,C0030705
C3839291,LOCATION_OF,C0035363
C0004610,PROCESS_OF,C0315218
C0023885,PROCESS_OF,C0030705
C0241863,PROCESS_OF,C0030705
C0315218,CAUSES,C0023885
C0003232,TREATS,C0275524
C0332149,COEXISTS_WITH,C0000833
C0004610,PROCESS_OF,C0315024
C0007294,PROCESS_OF,C0030705
C0314761,PROCESS_OF,C0086418
C0315024,CAUSES,C0004610
C0009488,PROCESS_OF,C0008059
C0439663,PROCESS_OF,C0008059
C0008059,LOCATION_OF,C4082285
