pmid,cui
11776298,C3714800
11773142,C0030705
11773142,C0043210
11772390,C1157991
11772390,C0030705
11772390,C0037083
11772390,C0026845
11772390,C0034693
11772390,C1443643
11767129,C1373218
11767129,C0008059
11767129,C0004610
11767129,C0743841
11766371,C0025266
11766294,C0030705
11762812,C0030705
11762812,C0677667
11762812,C0278701
11762812,C0011065
11762812,C1444565
11756196,NA
11756196,C0026473
11756196,C0030705
11747739,C0030705
11747739,C3714514
11745891,C0030705
11745891,C0029235
11745891,C0074992
11745891,C0150312
11745280,C0030705
11745280,C0442874
11745280,C1257890
11738007,C0030705
11737092,C0030705
11737092,C0043227
11734751,C0030705
11734751,C0008059
11726344,C0030705
11726344,C0871685
11724891,C0008059
11724891,C0043210
11720836,C0008059
11720836,C0009450
11720162,C0030705
11720162,C0026946
11720162,C0008513
11720162,C0521057
11720162,C0008520
11714092,C0013227
11714092,C0012634
11714054,C1516213
11713383,C0019163
11709573,C0008059
11709119,C0030705
11709119,C0012634
11709119,C0280100
11709119,C0200633
11686353,C0015520
11686353,C1658578
11686353,C0005778
11683803,C0030705
11683803,C1223037
11683798,C0030705
11680838,C1516213
11676823,C0238607
11676823,C0030705
11676823,C4055223
11642668,C0005889
11642668,C0235488
11642668,C0023038
11585503,C0030705
11603046,C0036690
11603046,C0006826
11600842,C0030705
11595977,C0030705
11595977,C0678026
11595977,C0871685
11595977,C0740956
11595977,C0596473
11594009,C0074992
11594009,C0445623
11590070,C0030705
11590070,C1516213
11590070,C0221776
11590070,C0023530
11590070,C0012634
11590070,C3898092
11589654,C0026780
11589654,C0009676
11589654,C0036974
11589654,C0030705
11577807,C0030705
11577807,C0023530
11574909,C1709854
11574909,C0030705
11574909,C0039686
11574909,C0018133
11568858,C0030705
11568858,C0009450
11553060,C0030705
11553060,C0220819
11550165,C0030705
11550165,C0008059
11550165,C0599755
11550165,C3812881
11550165,C1257890
11549519,C0442867
11549519,C0030705
11549519,C0015965
11547768,C1709854
11545480,C0030705
11545480,C0242602
11545480,C0027361
11545480,C0003232
11545480,C0318157
11545480,C0013216
11533308,C0036690
11533308,C0007603
11533308,C1156626
11533308,C0242692
11533308,C0035804
11533308,C0023884
11533308,C1817293
11533308,C0007613
11531318,C0030705
11531318,C1516213
11531318,C0003232
11531159,C0030660
11530805,C0030705
11530805,C0008653
11530805,C0162789
11530805,C0182400
11530805,C1520364
11530805,C0023418
11530153,C0009498
11530153,C0030705
11525054,C0030705
11525048,C0030705
11525048,C1859430
11525048,C0021053
11521073,NA
11521073,C1321919
11521073,C2247717
11521073,C0036974
11520286,C0025266
11517437,C1004755
11517437,C1516213
11517437,C0030705
11515771,C0030705
11501550,C0318152
11501406,C0008059
11501406,C1516213
11501406,C0043393
11501406,C0332149
11501406,C0021289
11499958,C0013018
11499958,C0030705
11499958,C0019196
11499958,C0040288
11499958,C0005795
11499396,C1516213
11494886,C0087086
11494886,C0013930
11484954,C0030705
11484954,C0011065
11484954,C0600688
11484954,C0282564
11484657,C0008972
11484657,C0009566
11484657,C0035363
11484657,C0038492
11475582,C0043210
11475582,C0021270
11475582,C0021289
11472350,C0030705
11462207,C0030705
11462207,C0004610
11462207,C3714514
11462207,C0041582
11462207,C0178784
11461130,C1516213
11461130,C0179790
11461130,C1550269
11457987,C0026809
11457987,C0009450
11457987,C0205082
11452766,C0333279
11452766,C0030705
11452766,C0013227
11452499,C0027149
11452499,C0021308
11452499,C0553692
11452499,C0683521
11452499,C0917996
11452499,C0221198
11452499,C0333549
11452410,C0021270
11450870,C0030705
11450870,C0315291
11444409,C0678236
11444409,C0021308
11444409,C0342649
11444409,C0043210
11444409,C0042880
11444409,C0030705
11441985,C0032143
11440791,C0015576
11440791,C0019247
11440791,C0037047
11440391,C0040704
11440391,C1516213
11440391,C0030705
11440391,C1457887
11440223,C0030705
11440223,C0029235
11440223,C0074992
11440223,NA
11434622,C0030705
11434622,C0027361
11433567,C0024305
11433567,C0012634
11430564,C0026766
11430563,C0010340
11428882,C0008059
11428882,C0314884
11428882,C0030705
11428882,C0013227
11426559,C0030705
11426559,C0023530
11422418,C0030705
11421290,C0598894
11421290,C0030705
11421290,C0023465
11411107,C0036983
11411107,C0025266
11411107,C0521622
11411107,C0012739
11411107,C0034606
11411107,C0041618
11405173,C1257890
11405173,C0030705
11399889,C0036690
11399889,C0043210
11406756,C0030705
11406756,C0006118
11406756,C3714514
11399414,C0012634
11399414,C0021390
11399414,C0004610
11395628,C0008059
11378578,C0001347
11378578,C0023530
11373115,C0030705
11360220,C0030705
11360220,C0005615
11360213,C0030705
11344693,C0870221
11342972,C0085957
11342972,C0243026
11342972,C1537997
11340542,C0030705
11340522,C1516213
11340522,C0746883
11340522,C0030705
11337182,C0085393
11337182,C0030705
11333797,C0543467
11333797,C0027651
11333797,C0392618
11333709,C0030705
11333609,C0315096
11331173,C0030705
11331173,C0549401
11325663,C0030705
11325663,C0314833
11321465,C0296735
11321465,C3543842
11313689,C1709854
11313689,C0030705
11307996,C0242379
11307996,C0030705
11305468,C0030705
11305468,C0032285
11305464,C0030705
11305464,C0038172
11303808,C0004610
11303808,C0018801
11303808,C0030705
11303806,C0318162
11303724,C0005779
11303724,C0023884
11303724,C0679637
11303724,C0760170
11303724,C0012739
11303724,C0085605
11301947,C0275521
11299831,C2347610
11299831,C0030705
11293092,C0522224
11293092,C0030705
11293092,C0014653
11293092,C0037949
11293092,C0221198
11285969,C0030705
11284945,C0030705
11265147,C0870602
11265147,C0037313
11265147,C0030705
11265147,C0080103
11257327,C0008059
11257327,C0030705
11257327,C0038410
11257017,C0024838
11257017,NA
11257017,C0275518
11257017,C0042774
11257017,C0003342
11257017,C0040704
11257017,C2239176
11253746,C0009450
11253746,C0030705
11253746,C1167779
11243049,C1999167
11243049,C0027361
11243049,C0030705
11241250,C0030705
11241250,C0021149
11233360,C0035648
11233360,C0410787
11233360,C0030705
11230460,C0030705
11230460,C0085393
11229856,C0009429
11229856,C0006826
11229856,C0746883
11229856,C0030705
11215743,C0030705
11215743,C0019196
11215743,C0369335
11215743,C0009333
11212343,C0055363
11212343,C0025252
11212343,C0034693
11212343,C0005863
11212343,C0599161
11212343,C0035126
11212343,C0948765
11212343,C0012634
11205628,C1516213
11205628,C0003232
11205628,C0030705
11205628,C0021562
11205628,C0029921
11205457,C1516213
11205457,C0030705
11200370,C1257890
11200370,C0030705
11200370,C0014346
11195708,C0085393
11195708,C2980104
11195708,C0086418
11195708,C0553576
11193723,C0449575
11193723,C1333978
11193723,C0001899
11193723,C0036773
11191968,C0085393
11184774,C0085393
11184774,C0445647
11208818,C0030705
11208818,C1272883
11170906,C1516213
11170906,C0030705
11170906,C0085393
11170906,C0450442
11168867,C0008059
11168867,C0030705
11168867,C0007559
11166863,C0030705
11166863,C3715044
11166863,C0008838
11165881,C0030705
11165881,C0153661
11165881,C1321301
11165881,C1257890
11161536,C0014130
11161536,C0017725
11161536,C0021655
11158206,C0006826
11158206,C0030705
11158206,C0033607
11158206,C0027651
11158159,C0030705
11154041,C0030705
11152436,C1516213
11152436,C0030705
11148370,C0017086
11147744,C0042020
11147744,C0006826
11147744,C0030705
11147744,C0007097
11147744,C0006736
11147744,C0332853
11141219,C0030705
11141219,C0025979
11141219,C0026845
11139163,C1516213
11139156,C0030705
11136783,C1516213
11136783,C0033522
11136783,C0030705
11134279,C0079382
11134279,C0042769
11134279,C0026809
11125233,C1516213
11125233,C0030705
11125233,C0085669
11125233,C0684030
11121863,C0086418
11121863,C0006826
11121863,C0042776
11119558,C1516213
11119558,C0033809
11114423,C0042776
11114423,C0003320
11100283,C0079772
11100283,C0029235
11100283,C0030705
11100283,C1457887
11100283,C1444089
11100283,C0085393
11100283,C0009653
11100279,C0030705
11100279,C4289767
11100279,C0004613
11100276,C0030705
11094997,C0030705
11094997,C0021270
11094997,C0011991
11088066,C1516213
11086461,C0012691
11086461,C0025266
11086461,C0153436
11086461,C2939419
11086461,C0030705
11086461,C0009653
11086461,C0016360
11085278,C0052128
11085278,C0060327
11085278,C0015520
11085278,C0072441
11079000,C0315096
11079000,C1257890
11075489,C0030705
11073739,C0030705
11073739,C0014518
11073739,C0010583
11073133,C2603343
11073133,C0030705
11073133,C0085117
11073133,C0014834
11073133,C0037088
11070102,C0030312
11070102,C0030705
11070102,C0086418
11070102,C0870134
11070102,C0000846
11070102,C3710967
11070102,C0085393
11068081,C0001675
11068081,C0011900
11068081,C0030705
11068081,C0015967
11068081,C0085082
11068081,C0023530
11061671,C0030705
11053802,C0027651
11053802,C0011900
11050828,C0006819
11050828,C0030705
11045126,C0003232
11045126,C0030705
11036145,C0599752
11036145,C2744535
11036145,C0004611
11036145,C0030705
11036145,C0014264
11036145,C0746922
11036145,C0021368
11025370,C0043210
11025370,C0030705
11025370,C0009054
11025370,C0005403
11018846,C1516213
11018846,C0870668
11018846,C0029235
11018846,C0038172
11018846,C0003232
11018846,C0940933
11017819,C0030705
11017819,C0033809
11017819,C3714514
11016766,C0023903
11016766,C0030705
11016766,C0011017
11015424,C1040285
11015424,C0030705
11015424,C0314755
11015424,C0524516
11001264,C0029921
11001264,C0030705
11001264,C0029235
11001264,C2926735
11001264,C0035648
10999981,C0030705
10999981,C0278252
10999981,C0002679
10999157,C0023443
10999157,C0012634
10999157,C1522537
10997814,C0030705
10997814,C0877153
10997814,C0029921
10997393,C0037284
10997393,C0221198
10997393,C1334815
10992944,C0025064
10990271,C0006837
10990271,C0319899
10990271,C0042267
10990271,C0043210
10990271,C1516213
10990271,C0013227
10990271,C1514892
10990271,C0074992
10975694,C0008059
10975694,C0001675
10975694,C0033522
10975694,C0001617
10975694,C1516213
10975391,C0030705
10975391,C0035173
10970975,C0001675
10970421,C0030705
10970421,C0043210
10959905,C0023861
10959905,C0870221
10959905,C0003232
10959664,C0030705
10959664,C0870221
10959664,C0016397
10955868,C0030705
10955868,C0282564
10955868,C2986511
10955868,C1457887
10949982,C0008059
10949982,C2931756
10949982,C0030705
10949982,C0025266
10947148,C0086418
10947148,C0128897
10933176,C0005699
10933176,NA
10933176,C0040288
10933172,C3811922
10933172,C0221198
10933172,C0027651
10933172,C0005558
10918417,C0030705
10918412,C0030705
10918412,C0746341
10918412,C0179762
10923768,C0444299
10923768,C0086143
10923768,C0005767
10923768,C0063034
10923768,C1516213
10922095,C0027651
10922095,C0025266
10922095,C0043210
10922095,C0445623
10922095,C0030705
10922095,C0004610
10921542,C0030705
10921542,C0009566
10921542,C0023530
10921542,C1277200
10921542,C0036690
10920850,C0021102
10920850,C0750164
10915752,C0745744
10915752,C1552132
10915752,C0017428
10914541,C0030705
10914541,C4522081
10914541,C0243069
10914541,C1836407
10912285,C0030705
10912285,C0015967
10912285,C1516213
10912285,C0004611
10905025,C0030705
10902976,C0042749
10902976,C0030705
10902976,C0012854
10899873,C0026809
10899873,C0017337
10899873,C0301872
10899873,C0079189
10899873,C1883559
10899873,C0085295
10899873,C1511364
10896247,C0016017
10896247,C0030705
10896247,C0012739
10893926,C0006826
10893926,C0012634
10893926,C0035204
10882630,C0010825
10882630,C0030705
10870336,C0030705
10870336,C0025266
10870336,C0028798
10866593,C0740272
10858212,C1516213
10858212,C0870668
10858212,C1418309
10858212,C1708335
10858212,C1764827
10858212,C1257890
10853972,C0030705
10849266,C0030705
10849266,C0005680
10849266,C0005795
10849266,C0027361
10849266,C0019169
10849266,C0013018
10849266,C0027567
10849266,C0337824
10834826,C0004610
10834826,C0030705
10834826,C0074992
10834826,C0001675
10834826,C0032285
10834826,C0242966
10833835,C0030705
10827024,C0024485
10826899,C0282163
10826899,C0030705
10823749,C0030705
10823569,C1516213
10823569,C0030705
10815852,C0021289
10810990,C0039005
10810990,C0042749
10810990,C0150312
10810990,C0221198
10810990,C0440752
10810990,C0086776
10810990,C0024214
10810990,C0003320
10810990,C0012854
10810990,C0012634
10807505,C0301872
10807505,C0004623
10807505,C0123759
10807505,C0021740
10807505,C0026484
10807505,C0023884
10807505,C0036974
10807505,C0080202
10807505,C0042449
10807505,C0026691
10806626,C0025289
10806626,C0036690
10806626,C0030705
10806626,C0042487
10792407,C0025266
10792407,C0012634
10792407,C0043250
10789561,C1516213
10787125,C0030705
10786314,C0030705
10786314,C0012634
10785594,C0006560
10785594,C0072027
10785594,C0079633
10779822,C0036690
10779822,C0030705
10779822,C0450442
10779822,C1516213
10779822,C0037663
10779822,C0018790
10765150,C0302086
10765150,C0030705
10765150,C0014819
10763369,C0016659
10763369,C0030705
10763369,C0085669
10760775,C0008059
10760775,C0600558
10757896,C0030705
10749234,C0009566
10747173,C0030705
10746831,C0030705
10746831,C1516213
10746831,C0003232
10746075,C0009054
10746075,C0011065
10745680,C0027651
10745680,C0025266
10742081,C0008059
10742059,C0008059
10742059,C0006826
10742059,C0150312
10742059,C0184666
10742059,C0086818
10742059,C0030705
10742059,C0596326
10739229,C0021270
10739229,C0010709
10739229,C0042961
10739229,C0009063
10734302,C0030705
10734302,C0005961
10734293,C1517942
10734293,C0023452
10734293,C0013018
10734293,C0278519
10731988,C0043210
10731988,C0030705
10730036,C0008059
10721566,C0030705
10716089,C0029118
10716089,C0030705
10716073,C0445623
10716073,C0030705
10713631,C0030705
10713623,C0030705
10705386,C0315096
10705386,C0006826
10705386,C0030705
10700532,C0023530
10700532,C0043047
10700532,C0030705
10696133,C0030705
10696133,C1265175
10695816,C0008059
10695816,C0030705
10694564,C0001675
10694564,C0038172
10694564,C1516213
10694564,C0870668
10694564,C0030705
10694564,C0029235
10694564,C3806166
10690535,C0008059
10690535,C0021212
10690535,C0030705
10690535,C3540840
10690535,C0006826
10690535,C0376545
10690535,C2986511
10682581,C0030705
10673672,C1265175
10673672,C0030705
10673672,C0027361
10673672,C4289767
10671357,C0369707
10671355,C4041017
10671355,C0526513
10671332,C0030705
10668076,C0043210
10667009,C3887624
10655681,C0030705
10655681,C0012634
10648966,C0014833
10648966,C0027361
10648966,C0003062
10648966,C0086418
10648966,C0011065
10648390,C0030705
10648390,C0199176
10645160,C0032308
10645160,C0001675
10645160,C0038170
10645160,C0524647
10643152,C0030705
10643152,C0018154
10643152,C0445623
10643012,C0030705
10641440,C0030705
10641440,C2986511
10641440,C0010592
10637862,C0030705
10637862,C2603343
10637862,C0543467
10637862,C0871463
10633050,C0030705
10633050,C0870668
10633050,C1881363
10626438,C0030705
10626438,C2985398
10626278,C0007613
10625839,C3872705
10624913,C0870221
10624913,C0030705
10618732,C0008059
10618732,C0742006
10618732,C3714514
10618732,C0027651
10611582,C0008059
10611582,C0205653
10611582,C0030705
10609790,C1332225
10609790,C0030705
10609790,C0036690
10609535,C0030705
10609535,C0743841
10608086,C1155266
10597061,C0007097
10597061,C0030705
10596987,C0008059
10596987,C2603343
10596987,C0038172
10590770,C0021933
10590770,C0025266
10590770,C0012736
10590770,C3203359
10590770,C0001675
10590770,C1836348
10590770,C1265799
10590770,C0476486
10590770,C0278484
10590770,C0238258
10589116,C0030705
10589116,C0009566
10586160,C0030705
10586160,C0027361
10583227,C1516213
10583227,C0079633
10583227,C0021760
10577325,C0870668
10566718,C0030705
10566276,C0521173
10566276,C0025266
10565126,C0030705
10565126,C0317472
10565126,C0940933
10565125,C0030705
10565125,C0085491
10544614,C0011900
10544614,C0012634
10544614,C0009566
10544083,C0042776
10544083,C0006104
10544083,C0026809
10544083,C0015733
10541986,C1516213
10541986,C0016277
10541986,C0035648
10541986,C0333355
10542026,C1167395
10542026,C0035366
10542026,C0007584
10535186,C0030705
10535186,C0086418
10535186,C1764827
10535186,C0004611
10530642,C0870668
10530642,C0030705
10530642,C0035648
10533794,C0030705
10533794,C0121463
10533794,C0475208
10533777,C0030705
10530471,C0023779
10530471,C0403723
10524460,C0030705
10524460,C0006837
10524460,C0043210
10524460,C0854327
10524460,C0038317
10517190,C1516213
10517190,C0030705
10517190,C0029235
10509053,C0040034
10509075,C0036690
10505037,C0008059
10505037,C0337810
10505037,C0030705
10505037,C0004610
10504532,C0030705
10504532,C0043210
10504532,C0023418
10504532,NA
10504532,C0004398
10504532,C0302486
10492083,C0030705
10492083,C0009932
10492083,C0019993
10482941,C0030705
10482072,C1516213
10482072,C0085082
10481577,C0021102
10481577,C0029235
10481576,C0030705
10481576,C2603343
10481576,C0004610
10480286,C0000846
10480286,C0011065
10476751,C1516213
10473881,C0030705
10473881,C0314752
10473881,C0023418
10473881,C0029921
10473881,C0001675
10473808,C0030705
10473808,C0025266
10471564,C3266128
10471564,C0038174
10461706,C0030705
10461706,C0860239
10461706,C1457887
10461420,C1516213
10460878,C1709854
10460878,C0012634
10460878,C0025266
10459819,C1516213
10459819,C0014834
10459819,C0030705
10459819,C0034428
10458670,C1096155
10447549,C0349412
10447549,C1397941
10447549,C0013604
10447549,C0342419
10447549,C0040395
10447549,C0020268
10447549,C0012634
10447549,C0857439
10440451,C0008059
10440451,C0445819
10440317,C0042133
10434790,C0009062
10434790,C0002878
10434790,C0030705
10434790,C0006826
10433580,C0009566
10433580,C0030705
10433580,C0004610
10433571,C0030705
10432162,C0439663
10432162,C1516213
10432162,C0030705
10432162,C1257890
10431994,C0030705
10427959,C1516213
10423465,C0030705
10423465,C0003232
10423465,NA
10423465,C0008809
10423051,C0030705
10423051,C0599755
10423051,C0004610
10423051,C4329462
10423051,C0008059
10407810,C0043210
10407810,C0317597
10396096,C0030705
10376398,C0030705
10376398,C0220825
10364034,C0030705
10354025,C0030705
10354025,C1442488
10354025,C0036220
10354025,C0042749
10343949,C0085393
10343949,C0027651
10343949,C0030705
10342656,C0456900
10342656,C0009653
10342654,C0315222
10342654,C0278140
10342654,C0042133
10342654,C0030705
10342315,C0376387
10342315,C0030705
10342315,C0040808
10342315,C0221198
10332185,C0011071
10332185,C0004623
10332185,C0030705
10332185,C0021368
10326744,C1516213
10326744,C0683962
10326744,C0030705
10325382,C0030705
10325382,C0348061
10325340,C1516213
10325340,C0030705
10232165,C0036690
10230749,C0006826
10230749,C0030705
10230749,C0024305
10230687,C0036690
10230687,C0038435
10230687,C0022688
10230687,C0026809
10230687,C0206665
10230687,C0009932
10230687,C0027627
10225988,C0030705
10225988,C0033809
10225988,C0036375
10225988,C0032285
10225988,C0036983
10223705,C0008059
10214876,C0030705
10206462,C0008059
10206462,C0004781
10206462,C0007765
10206462,C0030705
10203078,C0030705
10203078,C0032787
10203078,C0032285
10203078,C0940933
10193099,C0030705
10193005,C0006814
10192288,C0026809
10192288,C0042720
10189886,C0019158
10189886,C0369335
10101806,C0012634
10101806,C1285162
10101806,C0086982
10101806,C0037083
10101806,C0030660
10100545,C0021102
10100545,C2993063
10100545,C0025080
10100541,C0010356
10100541,C0445625
10100541,C0030705
10091502,C0030705
10091502,C0042036
10091502,C0007137
10091502,C0006840
10089921,C0919707
10089921,C0178913
10089921,C0204727
10089089,C0030705
10089089,C3715044
10089089,C0007559
10085441,C0030705
10081684,C0023530
10081684,C0030705
10081684,C0085393
10081684,C1373218
10077907,C0006814
10077907,C0030705
10077907,C0085393
10077907,C0013369
10077907,C0940933
10076754,C0026766
10076754,C0036690
10076754,C0750173
10074551,C0005767
10073709,C0376526
10073709,C0086418
10073709,C0019369
10073709,C0021760
10071455,C0079459
10071455,C0030705
10069114,C0004610
10050344,C0030705
10050344,C0037179
10048292,C0030705
10037049,C0030705
10037049,C0015967
10037049,C0200949
10030550,C1516213
10030550,C0020517
10027322,C0030705
10027322,C0035648
10027309,C0034693
10027309,C0030705
10027309,C0280100
10027309,C1658953
10027309,C0333951
10027309,C0086418
10025202,C0030705
10025202,C0003232
9973819,C0030705
9951691,C0030705
9932631,C0004610
9932631,C0030705
9932631,C0029235
9932631,C0003232
9929577,C0023449
9929577,C0002679
9929577,C0221198
9929577,C0577305
9929577,C0360363
9929577,C3714514
9929577,C0030705
9926973,C1516213
9926973,C0030705
9926973,C0016277
9926973,C0035648
9926971,C0030705
9926971,C0318157
9926198,C0043210
9926198,C0521622
9926198,C0349412
9926198,C0030705
9923527,C0030705
9923527,C0317716
9922964,C1516213
9922964,C0021149
9922964,C0030705
9921924,C1516213
9921924,C0029235
9920266,C0036983
9920266,C0027651
9919888,C0030705
9919888,C0043210
9919888,C0074992
9919888,C0026946
9918996,C0030705
9918936,C0227525
9918936,C0005595
9918936,C0019189
9918936,C0546816
9916907,C0030705
9916907,C0441134
9916907,C0599755
9916907,C1516213
9916907,C0009932
9892398,C0019704
9892398,C0030705
9892398,C0012634
9892398,C0275524
9892398,C1321301
9889610,C0936012
9889610,C0030705
9889248,C1516213
9889248,C0030705
9889209,C0369332
9889209,C1511790
9889209,C0030705
9885652,C2609043
9885652,C1457887
9885235,C2826293
9885235,C0030705
9885235,C0376545
9879963,C1516213
9862664,C1145640
9854105,C0085393
9854105,C0030705
9854105,C0200924
9852637,C1333196
9852637,C0086418
9852637,C0030705
9853733,C0221198
9853733,C0030705
9853733,C0012624
9852444,C0004610
9852444,C0006826
9847526,C0018150
9847526,C0086418
9847526,C0030705
9847526,C0150312
9841854,C0229664
9841854,C0036690
9841854,C0043241
9841854,C0027361
9841854,C1708335
9842876,C0006826
9842876,C0220650
9839344,C0030705
9835915,C0008059
9836123,C0030705
9836122,C0030705
9836122,C0012634
9835162,C0030705
9835162,C0004610
9835158,C0030705
9835158,C0085082
9827302,C0030705
9824437,C0007578
9824437,C0079785
9824437,C0001824
9824437,C0030705
9824437,NA
9661945,C0008059
9515676,C0014834
9515676,C0030705
9515676,C0003232
9515676,C0019053
9813205,C0086418
9813205,C0275524
9813205,C1264606
9796190,C0030705
9796190,C0012634
9790783,C1717820
9790783,C0004610
9784676,C0003232
9778916,C0030705
9778916,C0369335
9776822,C0030705
9776822,C0043210
9776822,C0003504
9776822,C0035139
9776822,C0003483
9776822,C0086418
9774591,C0030705
9774591,C0011900
9774591,C0014118
9774591,C0085393
9772980,C0006826
9772980,C0030705
9772974,C0030705
9772974,C1513276
9772974,C0027627
9772974,C1517940
9770183,C0152972
9769877,C0027651
9769877,C1516213
9769877,C0441107
9766921,C0023467
9766921,C0032285
9766921,C0036690
9766921,C0030705
9765497,C0026809
9765497,C0683201
9764554,C0030705
9764554,C0318137
9756129,C0028128
9755981,C0030705
9755981,C0667477
9755981,C0235782
9753702,C0030705
9753702,C3872696
9753702,C0027651
9753702,C0032227
9750336,C1516213
9750336,C0030705
9750336,C0023530
9745405,C0030705
9745405,C0086418
9745405,C0006104
9745216,C0030705
9743963,C0030705
9743963,C1706912
9743963,C0162724
9742648,C0030705
9738043,C0030705
9738043,C1764827
9733611,C0002520
9733611,C0376618
9733611,C0017797
9733611,C0027651
9733611,C0034693
9733611,C0023810
9733611,C0014264
9730580,C0036981
9730580,C0021756
9730580,C0450442
9730580,C0231311
9730580,C0012634
9730580,C1136250
9730580,C1999167
9730580,C3543842
9730580,C0065911
9730580,C0013144
9730580,C0020624
9730580,C0086418
9730580,C0042567
9726755,C0025266
9722892,C0052128
9722892,C0014518
9722892,C0019080
9720472,C1516213
9720472,C0074992
9720472,C0030705
9718879,C0030705
9717678,C1516213
9717678,C0030705
9715730,C0028240
9715730,C0030705
9715730,C0016542
9715730,C0029235
9714528,C0030705
9714528,C0599755
9709902,C0030705
9709902,C0006916
9707307,C0030705
9707307,C1511790
9707307,C0020517
9707307,C0074992
9699732,C0009450
9699732,C3687015
9699732,C0006826
9699732,C0027651
9699732,C0221198
9699732,C0026809
9699732,C0079419
9698483,C0041182
9698483,C0008497
9698483,C0030705
9698483,C0019080
9698483,C0474781
9695576,C0030705
9695576,C0006826
9680943,C0030705
9680943,C0302090
9676591,C0012984
9676591,C0012634
9675463,C1516213
9675463,C0030705
9675463,C0023530
9670762,C0030705
9670762,C3714514
9669650,C0001675
9669650,C0008059
9669650,C0074992
9669650,C0012634
9669650,C3844031
9669690,C0030705
9669690,C0024305
9663304,C0030705
9662287,C0318256
9658898,C0030705
9658898,C0745761
9658898,C1096155
9658898,C0014100
9658099,C0035366
9658099,C0042769
9658099,C0079382
9658099,C0026809
9658099,C0010233
9650469,C0030705
9650469,C1764827
9646116,C0008059
9644298,C1516213
9644298,C1825598
9644298,C0746883
9644298,C0445625
9644298,C0949665
9644298,C0014346
9644707,C0030705
9644707,C0021562
9639627,C0008059
9639627,C0023516
9632153,C0030705
9632153,C1709854
9629885,C1516213
9629885,C0023530
9629885,C0009566
9629885,C0030705
9630327,C0030705
9629882,C1516213
9629882,C0001675
9629882,C0030705
9629882,C0014346
9629882,C0011121
9628432,C0030705
9622214,C0072436
9622214,C0039082
9619797,C0030705
9619797,C0221198
9617864,C0012634
9617864,C0190979
9617864,C0085590
9617864,C1709854
9617864,C0023530
10182556,C1516213
10182556,C0030705
9613670,C0008059
9611882,C0004610
9543063,C0027361
9543063,C0030705
9543063,C0152964
9543063,C3714514
9543063,C0036690
9603638,C0740341
9603638,C0025266
9603638,C0037993
9597275,C0022938
9597275,C0030705
9593457,C1512299
9593457,C0238607
9593457,C0030705
9593451,C0024204
9593451,C0035366
9593451,C0883062
9592843,C0008059
9592843,C0023530
9587869,C0276648
9587869,C1399207
9587869,C0013216
9587869,C0024623
9587869,C0020505
9587869,C0184252
9583606,C0027361
9583606,C0030705
9578164,C1516213
9578164,C0002679
9578164,C0035648
9578164,C0030705
9577194,C0004610
9574584,C0030705
9574584,C0040704
9570172,C0030705
9570172,C1516213
9569455,C0009063
9569455,C0030705
9569455,C0009054
9569455,C0190979
9569455,C0086418
9561959,C0030705
9561959,NA
9561959,C0878969
9561959,C0008059
9558611,C0030705
9555648,C0030705
9555648,C0085393
9555648,C0025266
9552086,C1516213
9552086,C0023530
9545687,C0012634
9545687,C0005767
9545687,C0038056
9545687,C0205721
9545687,C0004611
9538959,C0030705
9538959,C0085393
9538959,C0074992
9490691,C0369335
9490691,C0005558
9526734,C0030705
9526734,C0027361
9526734,C0023531
9526734,C0032520
9526734,C0182400
9522821,C1516213
9522821,C0027651
9522295,C1516213
9520170,C0030705
9520170,C0032594
9520170,C0042749
9519608,C0030705
9519608,C0009450
9519608,C0043210
9519608,C0221198
9519608,C0026187
9513066,C0030705
9511249,C0030705
9509974,C0013018
9509974,C1709854
9509974,C0030705
9509974,C0040288
9509974,C0947630
9509121,C0030705
9509121,C0920425
9508314,C0030705
9504897,C0030705
9504897,C0006826
9499669,C0030705
9499669,C3714514
9499669,C1261381
9499669,C0003232
9505183,C0030705
9505183,C0007138
9505183,C0018188
9496877,C0152964
9491842,C1516213
9491842,C0229671
9491842,C1079230
9491952,C0030705
9491952,C0333167
9491952,C0025266
9491843,C0030705
9491843,C0032285
9488779,C0036974
9488779,C0012634
9417816,C1749467
9417816,C0030705
9417816,C0439775
9486493,C0030705
9486493,C0023418
9486493,C0010592
9484682,C0008059
9484682,C0750164
9476487,C0085082
9476487,C3714514
9476487,C0023418
9473764,C0030705
9466278,C0030705
9466278,C1426765
9458534,C0376545
9458534,C0006826
9458534,C0030705
9458534,C2350529
9431970,C0085393
9431970,C0029235
9431970,C0030705
9455649,C1261287
9455649,C0543467
9455649,C0006142
9455649,C0014876
9455649,C0521158
9431383,C0030705
9431383,C0014834
9431383,C1720786
9448215,C0008059
9445921,C0008059
9445921,C0030705
9445921,C0243026
9445199,C1516213
9445199,C0030705
9445199,C2986511
9445199,C0003232
9445199,C1257890
9424743,C0152965
9424743,C0029235
9424743,C0036690
9422484,C0006826
9422484,C0030705
9422484,C0036690
9414651,C0220847
9414651,C0043210
9414651,C0030705
9373275,C0030705
9373275,C0599755
9373275,C1332977
9373275,C0369335
9373275,C0002594
9373275,C0206193
9402356,C0030705
9402356,C1516213
9401070,C0008059
9401070,C0030705
9401070,C0280100
9401070,C0027362
9401070,C0038170
9401070,C0001675
9393905,C1334017
9393905,C0175649
9369118,C0004663
9369118,C0038411
9369118,C0030705
9367343,C0012634
9367343,C0026846
9367343,C0041942
