pmid,cui
16734883,C0678236
16723262,C0026764
16723262,C0036690
16723262,C1047161
16711371,C3272283
16711371,C0004612
16711371,C0011121
16711371,C0521367
16711371,C0026771
16711371,C0267941
16711006,C0376545
16711006,C1705576
16711006,C0018939
16711006,C0242602
16711006,C0010592
16711006,C0040808
16711006,C0209368
16711006,C0018957
16711006,C0015967
16711006,C0087111
16710038,C0036690
16708740,C0007130
16708740,C0036690
16708740,C0442158
16708740,C4019053
16700716,C0004610
16700700,C0004610
16700700,C0376545
16700700,C0009054
16700700,C0030967
16700700,C0348061
16700700,C0003232
16696554,C0206062
16696554,C0231243
16696554,C0026896
16696554,C0030312
16696554,C0040100
16696554,C0014335
16696554,C0003232
16688777,C0085669
16688777,C0383429
16688777,NA
16688777,C0023434
16688777,C0023449
16688777,C0023467
16688777,C0014518
16688777,C0242656
16688777,C0009450
16688777,C0220825
16683882,C0016263
16683882,C0939537
16683882,C2755994
16683882,C0004891
16683882,C0935989
16671377,C0024109
16671377,C0029463
16671377,C0030705
16671377,C1332591
16671377,C1704729
16671377,C2328510
16671377,C0034079
16671377,C0040395
16671377,C4316303
16671269,C0031050
16670081,C0376545
16670081,C0877445
16645484,C0023418
16645484,C0036690
16645484,C0948089
16645484,C0679225
16645484,C0026473
16643533,C0004610
16643533,C0314752
16632916,C0085082
16632916,C0935681
16632916,C0018681
16632916,C0018965
16632916,C1837098
16632916,C3714552
16632916,C0040405
16632916,C0030499
16632916,C0005682
16632916,C0194401
16632916,C0348002
16632916,C0016277
16632916,C0537894
16632916,C0376545
16632916,C1457868
16629655,C0023885
16629655,C0023884
16629655,C0036983
16627218,C0022354
16627218,C0032787
16627218,C0004610
16627218,C0030705
16627218,C0022346
16627218,C0183512
16622651,C0005841
16622651,C0877153
16622651,C0036690
16622651,C0079459
16622651,C0218640
16622651,C0008059
16622651,C0042769
16622651,C0684256
16621000,C0748042
16615425,C0032743
16615425,C0149871
16615425,C1140618
16615425,C0040408
16604249,C0074992
16604249,C0000872
16604249,C0678026
16604249,C0011849
16604249,C1764827
16604249,C0877445
16604248,C0004610
16604248,C0035648
16604248,C0376545
16604248,C0001705
16604248,C0074992
16604248,C3714514
16604248,C0565990
16604248,C0023467
16604248,C1764827
16604248,C0015967
16604247,C2930845
16604247,C0004610
16604247,C0006826
16604247,C0184661
16604247,C0543467
16604247,C1145640
16603072,C0004651
16603072,C4476767
16603072,C1440080
16596418,C0007430
16596418,C0027651
16596418,C0006826
16596418,C0085590
16596418,C1522577
16595054,C0001175
16595054,C0004610
16595054,C0019829
16595054,C1955781
16584443,C0009378
16584443,C0004610
16584443,C0021851
16573743,C0040732
16573743,C0733521
16573743,C0023467
16573743,C0038362
16573618,C0149615
16573618,C0599918
16573618,C0376450
16573618,C0003442
16565968,C2930845
16565968,C0004610
16565968,C0003232
16565968,C0185115
16565968,C4534318
16565668,C0205054
16565668,C0019169
16565668,C0209738
16565668,C0026764
16565668,C1623038
16565668,C0035078
16565668,C0036690
16565668,C0231187
16565668,C0031831
16542444,C0153252
16542444,C0280100
16542444,C0877445
16542444,C2744535
16542444,C0006826
16542444,C0565990
16542444,C0085669
16542444,C0376545
16542444,C0035648
16542444,C0150312
16542444,C0334296
16542444,C0279068
16542442,C0027651
16542442,C0025066
16542442,C0017287
16542442,C0392920
16542442,C0007097
16542442,C0013216
16540956,C0030705
16540956,C0036690
16540956,C0036983
16540956,C0085297
16540956,C0376545
16540956,C0013216
16537611,C0021743
16537611,C0035369
16537611,C0015980
16537611,C1415900
16537611,C0035366
16537611,C0229671
16537611,C0042776
16537611,C0016720
16537611,C0037993
16537611,C0042774
16534785,C0006826
16534785,C3714514
16534785,C0042313
16534785,C0004610
16534785,C0476474
16534785,C0085669
16534785,C0006142
16534785,C0038172
16534785,C0242114
16517536,C0023449
16517536,C0369083
16517536,C0010823
16513409,C0019796
16513409,C1257909
16508605,C0152964
16508605,C0222605
16508605,C0036690
16508605,C0006141
16508605,C0459914
16508605,C0019637
16508605,C0579233
16506081,C0151241
16506081,C0518959
16505562,C0042570
16505562,C0085082
16505562,C0002679
16497969,C0036690
16497969,C0340970
16497969,C0272170
16497969,C0079459
16497969,C0023467
16494622,C0013216
16494622,C0065661
16494622,C3714514
16494622,C0279033
16494622,NA
16494622,C0023449
16494622,C0032529
16494622,C0392920
16494622,C0003232
16494622,C0015967
16494622,C3179010
16494622,C3280586
16490337,C0007107
16490337,C1320191
16490337,C0004610
16485203,C0003483
16485203,C0036690
16485203,C0013216
16485203,C0683525
16482196,C0221284
16482196,C0036220
16482196,C0042749
16466444,C0006826
16466444,C0877445
16462583,C0085273
16462583,C0030312
16462583,C0036983
16462583,C0013216
16462583,C0344211
16461328,C0006837
16461328,C0376545
16461328,C0393080
16461328,C0014518
16461328,C0016277
16461328,C0064113
16461328,C0877445
16461328,C0936012
16461328,C1764827
16461328,C0003308
16461328,C0004504
16461328,C0030705
16461328,C1268551
16455210,C0019693
16455210,C0376358
16455210,C0439663
16455210,C0936223
16455210,C0086252
16455210,C0005954
16455210,C0031701
16455210,C0040405
16455210,C0203475
16455210,C0549207
16455210,C1261045
16455210,C0009566
16451407,C0004610
16451407,C0376545
16451407,C0023467
16451407,C0018154
16451407,C0006826
16451407,C0012634
16449162,C0036690
16449162,C0333873
16449162,C0184930
16449162,C0940933
16449162,C0003232
16443091,C0004610
16443091,C1145640
16443091,C1123023
16443091,C1764827
16441457,C0016879
16441457,C0178784
16441457,C0343525
16438384,C0018150
16438384,C0242966
16438384,C0079189
16438384,C0023810
16435098,C0220908
16435098,C0376545
16435098,C1262313
16435098,C0009566
16435098,C0085669
16435098,C4289789
16435098,C0026946
16424972,C0280100
16424972,C0376545
16424972,C3714514
16424972,C0150312
16424972,C0001138
16424972,C0030705
16424972,C0877445
16421798,C0746883
16421798,C3272281
16421798,C0006826
16421798,C0009566
16421798,C0015967
16421798,C0023530
16421798,C0087130
16421798,C0003232
16410791,C0042749
16410791,C0376526
16410791,C1321301
16410791,C0004561
16410791,C0026473
16410791,C0039194
16394888,C0185115
16394888,C0860239
16394888,C0006826
16394888,C0445625
16391913,C1234637
16390991,C0036690
16390991,C1294197
16390964,C0005767
16390964,C0152964
16390964,C0038402
16390964,C4321237
16390964,C0003232
16390400,C0010823
16390400,C1504389
16390400,C0150312
16390400,C0015967
16390400,C0231221
16390400,C0013227
16390400,C0010825
16388852,C0011065
16388852,C0376545
16388852,C0854504
16388852,C0019994
16388852,C0337954
16388852,C0085494
16388852,C0206277
16388852,C0013216
16388852,C0023530
16388280,C0036690
16388280,C1514818
16388280,C2744535
16388280,C0015967
19292079,C0280100
19292079,C0376545
19292079,C3714514
19292079,C0027651
19292079,C0019994
19292079,C0243026
16380794,C0039097
16380794,C0854994
16377030,C0940933
16377030,C0009450
16377030,C0009566
16377030,C2744535
16377030,C1704729
16377030,C0025080
16372025,C0333279
16371016,C0004610
16371016,C0376545
16371016,C0009566
16371016,C0009488
16369184,C0036690
16369184,C0072522
16369184,C0007584
16369184,C0037993
16369184,C0039215
16369184,C0229671
16369184,C0003250
16369179,C0019796
16358302,C1550225
16358302,C0006826
16358302,C0038941
16358302,C0009566
16356223,NA
16356223,C0001924
16356223,C0006826
16356223,C0023890
16356223,C0036690
16356223,C0231218
16352338,C0004610
16352338,C3806166
16352338,C0376545
16352338,C0935681
16352338,C1445706
16344681,C0087086
16344681,C0310367
16344681,C0032143
16344681,C0040063
16344681,C0040038
16344422,C0027651
16344422,NA
16344422,C0002424
16344422,C1764827
16344422,C3714514
16334930,C0014851
16334930,C0025066
16334930,C0014873
16334930,C0014876
16334930,C0024485
16334930,C0376443
16334930,C0230150
16334930,C0506546
16333838,C0318157
16333838,C0023467
16333838,C0036690
16333838,C3714514
16333838,C0011121
16333838,C0017189
16333838,C0017562
16333838,C0022521
16333838,C1262313
16333838,C0344211
16330951,C0021843
16330951,C0230168
16330951,C0025474
16330442,C3242274
16330442,C0010823
16330442,C0010825
16330442,C0220825
16330442,C0017066
16330442,C0383429
16330442,C0369083
16330311,C0205721
16330311,C0278704
16328561,C0085669
16328561,C3714514
16328561,C4289767
16327125,C0004610
16327125,C0033809
16327125,C0276085
16327125,C0023449
16327125,C0013568
16324551,C0023530
16324551,C0476474
16324551,C0678026
16324551,C0718566
16324551,C1262313
16324551,C0279516
16318058,C0023530
16318058,C0036690
16318058,C0006826
16291275,C0023418
16291275,C0920028
16288359,C0035222
16288359,C0036983
16288359,C0278704
16288359,C0015967
16288359,C0023530
16288359,C0018150
16288359,C0032285
16288359,C3177188
16288359,C0028351
16288359,C0020268
16288359,C0012798
16288359,C0024109
16288355,C0278704
16288355,C1096243
16288355,C3540840
16288355,C0020649
16288355,C0178784
16288355,C0032285
16288355,C0678812
16285648,C0036690
16285648,C1457887
16282534,NA
16282534,C0023283
16282534,C0001175
16282534,C0004096
16282534,C0006826
16282534,C0019693
16282534,C0036690
16282534,C0229664
16282534,C1704691
16282534,C0023281
16281270,C0033572
16281270,C0184661
16281270,C0003461
16281270,C0018965
16281270,C0042420
16281270,C0442158
16274955,C0940933
16274955,C0949665
16274955,C3714514
16274955,C0376545
16274955,C3509523
16274955,C0001367
16274955,C0016277
16274955,C0040808
16274955,C0009450
16274955,C0008809
16274955,C0003232
16274955,C0011065
16274955,C0032285
16274955,C0314752
16274955,C0445625
16271109,C3470196
16271109,C0376545
16271109,C0456388
16271109,C0012854
16271109,C0085430
16266924,C0034902
16266924,C1705576
16266924,C0023467
16266924,C0879399
16266924,C0860218
16266924,C0085273
16266924,C0280274
16266924,C0472699
16266924,C0718566
16266924,C0393022
16258088,C0019134
16258088,C0444889
16258088,C0009566
16258088,C1273869
16258088,C1882062
16258088,C2886794
16258088,C0030705
16258088,C0354566
16258088,C0019080
16249072,C1844662
16249072,C0009429
16249072,C0018939
16249072,C3272283
16249072,C0008809
16249072,C0282386
16249072,C0006968
16249072,C0007559
16249072,C0055003
16249072,C0085669
16249072,C0279516
16249072,C2348331
16249072,C3272281
16242310,C0024299
16242310,C0036202
16242310,C0041296
16237651,C0036690
16237651,C0012634
16237651,C0178784
16235602,C0018077
16231726,C0036690
16231726,C0520533
16230774,C0041368
16230774,C0006625
16230212,C0026764
16230212,C0085082
16230212,C0940933
16230212,C0319966
16230203,C0001175
16230203,C0085082
16230203,C0013216
16230203,C0019693
16230203,C0023530
16230203,C0239126
16230203,C0537894
16227337,C0679637
16227337,C3272283
16227337,C1719672
16220480,NA
16217998,C0023449
16217998,C0036690
16217994,C0024109
16217994,C0677930
16217994,C0006826
16217994,C0178784
16217994,C0007610
16217994,C0005682
16217994,C0006141
16217994,C0033572
16216109,C0038410
16216109,C0020027
16216109,C1142127
16216109,C0006826
16216109,C0026766
16216109,C0036983
16216109,C1719672
16216109,scale
16216109,C1299597
16211144,C0004610
16211144,C0007554
16211144,C0035648
16211144,C1299597
16211144,C0007559
16211144,C0036766
16210978,C0085082
16210978,C0393080
16210978,C0319899
16210978,C3714514
16210978,C0016277
16210978,C0064113
16210978,C0520990
16206121,C0023418
16206121,C0205721
16206121,C0450254
16201071,C4321237
16201071,C0004623
16201071,C0004610
16201071,C3898473
16201071,C0014518
16201071,C0011849
16201071,C0002059
16201071,C0086565
16201071,C0229671
16177644,C0472699
16177644,C0019682
16177644,C1328050
16177644,C1373218
16177644,C0332149
16177644,C0024299
16177644,NA
16177644,C0080202
16177644,C0887947
16173203,C3714514
16173203,C0015967
16173203,C0018939
16173203,C0040808
16168615,C0004610
16168615,C0005684
16168615,C0445819
16168615,C0008809
16168615,C0020933
16166793,C2239176
16166793,C0026882
16166793,C0035525
16166793,C0524910
16166793,C0003241
16163467,C0036690
16163467,C0079744
16163467,C0243001
16163467,C0315259
16163467,C0242602
16163467,C0000737
16163467,C0011991
16163467,C0015967
16163467,C0071972
16163467,C1504389
16148830,C0027651
16148811,C0027651
16148811,C1719672
16148811,C0599755
16148811,C0006826
16148811,C0030705
16148811,C1273869
16148730,C0006826
16148730,C0599878
16148730,C1142127
16148730,C0032269
16148730,C0004610
16148730,C0376545
16148730,C0001617
16148730,C0018133
16148730,C0023530
16148730,C0206171
16148730,C0243026
16148730,C0011065
16148730,C0205721
16148730,C0032285
16148730,C3272283
16148283,C0004623
16148283,C0006826
16148283,C0023530
16148283,C0282386
16148283,C0679782
16148283,C0013216
16148283,C0032042
16148283,C0085669
16148283,C0199176
16148283,C0184661
16146541,C0024291
16146541,C0001629
16146541,C0024299
16146541,C0005558
16146541,C0023884
16146541,C0036983
16135845,C0246415
16131450,C0013216
16131450,C0003232
16131450,C0016360
16131450,C0238106
16131450,C0011991
16131450,C0023530
16129600,C0020017
16129600,C1718195
16129600,C0036690
16129600,C0445623
16120635,C0319899
16120635,C0001175
16120635,C0026946
16120635,C0282515
16120635,C0376545
16120635,C1825598
16116906,C0376545
16116906,C0940933
16116906,C0019829
16116906,C0024299
16116906,C0026764
16116906,C0085669
16116906,C1521726
16116906,C0040732
16116906,C0003232
16116906,C1515119
16116906,C0015967
16116906,C2926735
16104987,C0004610
16104987,C0006826
16104987,C0004661
16104987,C0009054
16104987,C1764827
16104987,C0003232
16094825,C0017337
16094825,C0229671
16094825,C0042749
16094825,C0017376
16094825,C0042776
16092749,C0004610
16092749,C0006826
16092749,C0029235
16092749,C4041017
16092749,C4289767
16092749,C0015809
16092749,C0030548
16092749,C0199470
16088322,C0023467
16088322,C0040732
16088322,C0018957
16088322,C0007584
16088322,C1519302
16088322,C0006104
16088322,C0301944
16086043,C1170000
16086043,C1719672
16086043,C0005779
16085950,C0018787
16085950,C0018916
16085568,C0027708
16085568,C1135626
16085568,C0013227
16085568,C0600558
16084458,C0016832
16084458,C0320045
16084458,C0876973
16084458,C0010346
16084458,C0024109
16084458,C0029118
16084458,C0023473
16084458,C0034606
16084458,C0005558
16084458,C0038351
16084458,C0393080
16084458,C0936148
16081684,C0030705
16081684,C0032463
16081684,C0017263
16081684,C0018183
16081684,C0027022
16081684,C3829471
16081684,C4321237
16064054,C0450254
16064054,C1264606
16061865,C1335729
16061865,C1373008
16061865,C1328144
16061865,C0031327
16061865,C4329281
16061865,C0032105
16061865,C0600688
16049385,C1170000
16049385,C1719672
16049385,C0027651
16049385,C1373218
16049385,C0023443
16049385,C1142578
16049385,C1961099
16049385,C1100687
16049385,C0010858
16049385,C0445623
16049385,C3714514
16029971,C0040053
16029971,C0013216
16029971,C0087111
16029971,C1504389
16029971,C0279068
16029971,C0019139
16029971,C0009566
16022132,C0004610
16022132,C1020322
16020120,C0027651
16020120,C0035078
16020120,C0036983
16020120,C0054015
16020120,C0340515
16020120,C0581377
16020120,C0027477
16020120,C0027061
16019522,C0023449
16019522,C0036690
16019492,C0004610
16019492,C0079744
16019492,C1224283
16019492,C0006826
16019492,C1188853
16019492,C1299586
16019492,C0036690
16019492,C0376545
16019492,C1223037
16019492,C3658216
16007607,C0003376
16007607,C0280449
16007607,C1518932
16007607,C1961099
16007607,C2939419
16007607,C2348331
16005107,C0376545
16005107,C1145640
16005107,C0025080
16005107,C0036690
16005107,C3714514
16005107,C0020028
16005107,C2744535
16000508,C0005767
16000508,C0023467
15995593,C0004610
15995593,NA
15995593,C0024432
15995593,C0596638
15984947,C0286079
15984947,C0717668
15984947,C0013216
15984947,C0036220
15984947,C0033972
15983734,C0008889
15983734,C0023479
15983734,C1276873
15983734,C0806957
15975321,C0006826
15975321,C0007820
15975321,C0228126
15975321,C0332448
15975321,C0012634
15975321,C0040034
15975321,C0042384
15975321,C0684256
15963894,C1262313
15963894,C3714514
15963894,NA
15960924,C0004610
15960924,C0278704
15960924,C0746883
15960924,C0015967
15960924,C0035648
15960924,C0199779
15960924,C0027651
15960924,C3272281
15959998,C0027651
15959998,C0006826
15959998,C0015967
15959998,C0038402
15959998,C0010148
15959998,C0001138
15959998,C0033808
15959998,C0014344
15959998,C0022727
15959998,C0003232
15959998,C0074992
15948864,C0085379
15948864,C0087111
15948864,C0024314
15948864,C0432487
15948864,C0014644
15948864,C0042749
15948864,C0229671
15948864,C0877635
15948864,C0024299
15948864,C0554114
15948864,C0150312
15948864,C3177188
15942094,C0024299
15942094,C0002679
15936087,C0026764
15936087,C4289990
15936087,C0026458
15936087,C0004610
15933573,C0006826
15933573,C0152964
15933573,C0030842
15931631,C1504389
15931631,C0040732
15931631,C0011065
15928448,C0004610
15928448,C0200949
15928448,C0002499
15928448,C0006826
15926173,C0004610
15926173,C0007642
15926173,C0027651
15926172,C0006826
15926172,C0200949
15926172,C4534318
15926172,C0015967
15926172,C0011900
15913985,C3714514
15913983,C0027651
15913983,C0004610
15913983,C0009450
15913983,C0205160
15913983,C0744471
15913983,C3714552
15907554,C0153252
15907554,C0006826
15907554,C1279296
15907554,C0376545
15907554,C0280100
15907554,C0279068
15907554,C0002679
15907554,C0537894
15907367,C0178913
15907367,C0205698
15907367,C4321237
15907367,C0229671
15902539,C0004610
15902539,C0027651
15900007,C0246415
15900007,C0085533
15900007,C1299258
15900007,C0033144
15900007,C0031154
15900007,C0746883
15900007,C1880405
15894865,C0004610
15894865,C0023890
15894865,C0001699
15894865,C0014834
15894865,C0036111
15894865,C0150312
15894865,C0440790
15894865,C0699791
15894865,C2239176
15894865,C0011065
15891566,C0085082
15891566,C0446051
15891566,C0023449
15891566,C1145701
15891566,C0343939
15891566,C0376545
15891566,C0393080
15890499,C0004610
15890499,C0027651
15890499,C0040808
15890499,C0450254
15890499,C3854019
15890499,C0014344
15890499,C0022727
15890499,scale
15890499,C0250480
15890499,C1299597
15886475,C0004610
15886475,C0376545
15886475,C0427965
15886475,C0565990
15886475,C0014834
15886475,C0314752
15883296,C0023467
15882204,C0004610
15882204,C0006826
15882204,C0005767
15882204,C0008809
15880126,C0022885
15880126,C0200949
15880126,C0430420
15876945,C0027651
15876945,C4534318
15876945,C0022885
15876890,C0006826
15876890,C0009566
15876890,C0596237
15871997,C0524909
15871997,C0009566
15871997,C0001899
15871997,C1266129
15871997,C0860864
15871997,C0150312
15871997,C0231337
15866315,C0004610
15861347,C0018821
15861347,C2603343
15861347,C0018787
15861347,C0022660
15861347,C0278252
15857565,C0278704
15857565,C0027651
15857565,C1719672
15857565,C0683971
15857565,C0006826
15857565,C0036690
15857564,C0001175
15857564,C0006826
15857564,C0036690
15857564,C0033213
15857564,C0021053
15857564,C0019682
15852027,C0085082
15852027,C0537894
15843855,C1514892
15843855,C1764827
15843855,C0012634
15843855,C0004610
15843855,C0006968
15842341,C0023467
15842341,C0036690
15842341,C0319873
15842341,C3714514
15842341,NA
15842341,C0013216
15838399,C0043393
15838399,C0006826
15838399,C0085082
15838399,C0023530
15838399,C3272283
15834707,C0010340
15834707,C0179747
15834707,C0004271
15834707,C0010590
15834707,C0085590
15834707,C3714514
15828969,C0238124
15828969,C1522449
15828969,C0343532
15828969,C0026766
15828969,C0036983
15826281,C0032520
15826281,C0238013
15826281,C3714514
15826281,C0026018
15826281,C1449619
15824995,C1292753
15824995,C0024299
15824995,C0021622
15824995,C0013216
15824995,C0887947
15824995,C0030705
15824995,C0376526
15824995,NA
15822840,C2700280
15822840,C0679170
15822794,C0023418
15822794,C0036690
15822469,C1704729
15822469,C0024305
15819873,C0004610
15819873,C0279068
15819873,C0036983
15819873,C0036690
15818301,C0023449
15818301,C0320118
15818301,C0036690
15818301,C3179010
15818301,C0013216
15815050,C0004610
15815050,C0279068
15815050,C0317536
15815050,C0250480
15811770,C0162429
15811770,NA
15811770,C0019994
15810923,C1096116
15810923,C0015506
15810923,C0085484
15810923,C0239984
15810923,C0005790
15810502,NA
15810502,C0445625
15810502,C0014834
15806483,C0027726
15799769,C0004610
15799769,C1011859
15799769,C0002680
15799769,C0008168
15799769,C0008947
15799769,C0039644
15799769,C0041044
15786562,C0267834
15786562,C0009566
15782406,C0004610
15782406,C1188853
15782406,C3714514
15773033,C0026946
15773033,C0969664
15773033,C0004623
15773033,C0015970
15773033,C0085082
15773033,C0277797
15773033,C0006840
15773033,C0032285
15773033,C3714514
15768331,C0015967
15768331,C0023530
15768331,C0376545
15768331,C0746883
15768331,C1299622
15768331,C1457887
15765113,C0085082
15764207,C0663241
15747704,C0002769
15747704,C0009566
15747120,C0280803
15747120,C0084185
15747120,C0040808
15747120,C0003392
15747120,C0036690
15747120,C0678775
15747120,C0920467
15730597,C0684256
15730597,C0006826
15730597,C0743841
15730597,C0004623
15730597,C0015967
15730597,C0023530
15730597,C0036690
15730597,C0079633
15730597,C4520796
15730597,C1568891
15730597,C0871311
15730597,C2985566
15724387,C0024305
15724387,C0220847
15724387,C0042721
15724387,C4288963
15724387,C0014441
15724387,C0077503
15724387,C0339897
15722540,C0027651
15722540,C0600466
15722540,C0012634
15722540,C0024299
15722540,C0023418
15722540,C0276108
15716598,C0085669
15716598,C0013216
15716598,C0746883
15716598,C0032285
15716598,C0036690
15716598,C0940933
15714936,C0227411
15714249,C0193062
15714249,C0000833
15709801,C0001175
15709801,C0035243
15702879,C0009402
15702879,C0012634
15702879,C0021851
15702051,C0318290
15702051,C0017575
15702051,C0023418
15702051,C0003232
15702051,C0011079
15700845,C0004610
15700845,C0376545
15700845,C0036983
15700845,C1719672
15700845,C3714514
15700845,C0145106
15700845,C0042313
15700845,C1764827
15700673,NA
15700673,C0005889
15700673,C0025289
15700673,C0030299
15700673,C1550661
15700673,C0085117
15700669,C0022885
15700669,C0006826
15698714,C0153252
15698714,C1516213
15698714,C0006840
15698714,C0221198
15692486,C0030186
15691693,C0085198
15691693,C0919691
15691693,C1282536
15691693,C1708063
15688406,C0029925
15688406,C0006826
15688406,C0014383
15688406,C0275522
15688406,C4281564
15688406,C0007600
15688406,C0042760
15688406,C0282682
15688406,C1321301
15688406,C1515657
15688406,C0450442
15686455,C0007634
15686455,C0376545
15686455,C0013216
15686455,C0004030
15686455,C0006840
15686455,C0032285
15686455,C0277524
15686455,NA
15686455,C0005821
15672716,C0001175
15672716,C0036220
15672716,C0029119
15672716,C0006840
15672716,C0026946
15672716,C0040259
15672716,C0040261
15672716,C0948382
15672716,C0011630
15672716,C0877265
15672716,C0076110
15668267,C0023530
15666028,C0006826
15666028,C0036983
15666028,C1719672
15666028,C0024299
15666028,C0280100
15666028,C0011946
15662750,C0369241
15662750,C0011847
15662750,C0026718
15662750,C0085669
15662750,C0019994
15662750,C0376545
15660877,C0013216
15660877,C0037993
15660877,C0740690
15660877,C1961099
15658572,C0016860
15658572,C0028351
15658572,C1719672
15658572,C0026766
15658572,C0022660
15658572,C2609414
15657675,C0442158
15657675,C0010709
15657675,C0520251
15657675,C0006826
15657653,C0030797
15657653,C0009566
15657653,C0027651
15657653,C0030788
15657653,C1709157
15657653,C0036037
15657653,C0543467
15656342,C0860204
15656342,C0019829
15656342,C0022346
15656342,C0008370
15656342,C1096272
15656342,C0193388
15656342,C0013216
15656340,C0334660
15656340,C0596790
15656340,C0015967
15656340,C0037088
15656340,C3714552
15654276,C0004610
15654276,C3714514
15654276,C0030705
15654276,C0185115
15653460,C0004590
15646057,C0085082
15646057,C0085669
15646057,C0018704
15646057,C0877445
15646057,C0948762
15646057,C0200633
15646057,C0006837
15645554,C0026766
15645554,C0036690
15645554,C0009566
15645554,C0184959
15645554,C0243026
15645554,C0476474
15645554,C0005558
15645554,C0005954
15645554,C0023884
15645554,C1719672
15642668,C0011065
15642668,C0340970
15642668,C0085669
15642668,C3714514
15642668,C0079459
15642668,C0221023
15640812,C0004610
15640812,C0003232
15640812,C1265175
15640812,C3272283
15640643,C0023810
15640643,C0752312
15640643,C0031678
15640643,C0287531
15640643,C0016617
15640643,C0014441
15640643,C3849574
15636290,C0004610
15636290,C0027651
15636290,C3509523
15636290,C0019993
15636290,C0030707
15630852,C0060926
15616077,C0010340
15616077,C0542559
15616077,C0456909
15603994,C0278704
15603994,C3714514
15603994,C0011065
15603994,C2744535
15603994,C0746883
15603994,C0006826
15603994,C0015967
15603994,C1764827
15603994,C0038402
15603994,C0001138
15603994,C0033808
15603994,C0035648
15602201,C0278704
15602201,C1145640
15602201,C0042071
15602201,C0042313
15602201,C0004610
15602201,C1515119
15599467,C2930845
15599467,C0006826
15599467,C0007559
15599467,C0008168
15599467,C0008809
15599467,C0041044
15599467,C0004610
15599467,C0003232
15599467,C0012634
15597729,C0085082
15597729,C0278996
15596304,C0023977
15596304,C1275732
15596304,C0014518
15596304,C0940933
15596304,C0445625
15593235,C0004610
15593235,C0017189
15593235,C0011121
15593235,C3509523
15593235,C0009253
15593235,C0002680
15593235,C3854019
15580278,C2826293
15580278,C0018704
15580278,C3509523
15580278,C0238013
15573857,C0004610
15573857,C0023449
15553052,C0023467
15553052,C0276085
15553052,C0018670
15553052,C0037284
15553052,C0008809
15553052,C0003232
15551282,C0210630
15551282,C0524864
15551282,C0012854
15551282,C4289789
15551282,C1948049
15551282,C2926606
15549302,C0009933
15549302,C0860239
15549302,C0376545
15549302,C4289767
15549302,C0023530
15546093,C0006826
15546093,C0232478
15546093,C0012634
15546093,C0450254
15545866,C0393080
15545866,C1145701
15545866,C0003308
15545866,C0016871
15545866,C0014118
15543402,C0860239
15543402,C0030705
15543402,C0085590
15541601,C0200949
15541601,C0006826
15541601,C4534318
15541601,C0201253
15541601,C0011900
15540904,C0023418
15540904,C0887846
15540904,C0023470
15540904,C0948976
15529309,C0006826
15529309,C1116142
15529309,C0877445
15529309,C3812881
15529309,C0006840
15529309,C0023418
15529309,C0023530
15529309,C0009932
15529309,C0153252
15529309,C0150312
15529309,C3272283
15519483,C0144567
15519483,C4534318
15519483,C1136254
15519483,C0027651
15519483,C1883256
15519483,C0013216
15518130,C0027651
15518130,C0005558
15518130,C0066005
15516443,C0031153
15516443,C0149614
15516443,C0240611
15516443,C0009818
15516437,C0023267
15516437,C0729536
15516437,C0409980
15516437,C0231221
15516437,C0020699
15516437,C0195495
15516437,C0005841
15513411,C0521316
15513411,C0004610
15513411,C0035021
15495248,C0038410
15495248,C0004610
15495248,C0032300
15495248,C0005953
15495248,C0231221
15495248,C0242114
15491730,C0392920
15491730,C1328504
15491730,C0005954
15490848,C0023449
15490848,C0085082
15490848,C1140621
15490848,C3714552
15490848,C0013216
15490848,C0021079
15490848,C1457887
15483246,C0152013
15483246,C1320226
15483246,C0042749
15483246,C0024109
15483246,C0221284
15483246,C0042210
15481613,C0039736
15481613,C0026764
15481613,C0524909
15481613,C0262926
15481613,C2242708
15481613,C0032285
15481613,C0920425
15477331,C0006826
15477331,C0029118
15477211,C0383429
15477211,C0332155
15477211,C1178562
15477211,C0010825
15477211,C0017066
15477211,C0023434
15477211,C0178784
15477211,C2744535
15476266,C0021853
15476266,C0538674
15476266,C0669372
15476266,C0014597
15476266,C0021390
15476266,C0013879
15476266,C0014442
15476266,C2744535
15476266,C0038734
15476266,C0057931
15476266,C0023810
15476266,C0007584
15474324,C0004610
15474324,C0242379
15474315,C0004610
15474315,C0699790
15474315,C0006303
15469571,C0006826
15469571,C1719672
15469571,C0009566
15469571,C0178784
15464589,C0215825
15464589,C0085732
15464589,C0597170
15464589,NA
15464589,C1964257
15464589,C0032105
15461822,C1522642
15461822,C0318759
15461822,C0600600
15461822,C0042776
15461822,C0162735
15461822,C1705982
15456368,C0238013
15456368,C0013216
15456367,C0238013
15456365,C0238013
15456365,C0086143
15456364,C0238013
15456364,C0439663
15448674,C0242602
15448674,C0858318
15448674,C3463824
15448674,C0030312
15448674,C0876991
15448666,C0024305
15448666,C0040736
15448666,C0242602
15448666,C1513784
15448666,C0679250
15390313,C0008809
15390313,C0023449
15390313,C0003232
15390313,C0023530
15390313,C0199176
15390313,C2926735
15389476,C0001084
15389476,C0001930
15389476,C0006826
15389476,C3714514
15389476,C0376545
15389476,C0001617
15389476,C0150312
15389476,C0036690
15389476,C0085082
15389476,C0199470
15389476,C0281374
15389476,C3806166
